"","gene_id","gene_name","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000077684.16","ENSG00000077684.16","JADE1","protein_coding",-0.55852811065147,5.00002586079051,-8.79020089338309,4.94920395521218e-18,1.05109026785134e-16,29.9391461072967
"ENSG00000105486.14","ENSG00000105486.14","LIG1","protein_coding",0.636028447887226,5.122457578123,8.78113653272404,5.33929524292227e-18,1.12553662065306e-16,29.9251041634313
"ENSG00000115252.18","ENSG00000115252.18","PDE1A","protein_coding",-0.832165625698992,1.97388256917827,-8.75843059549978,6.45492393683441e-18,1.3408494674142e-16,29.9196667315003
"ENSG00000167114.13","ENSG00000167114.13","SLC27A4","protein_coding",0.664923817083969,5.53560886987227,8.78074082894206,5.35699991842954e-18,1.12787637000227e-16,29.8903138860316
"ENSG00000097033.14","ENSG00000097033.14","SH3GLB1","protein_coding",-0.415720520853651,7.07383795332873,-8.78142064414572,5.3266191392332e-18,1.12425243266263e-16,29.8394849895249
"ENSG00000104967.8","ENSG00000104967.8","NOVA2","protein_coding",-0.712644524358901,2.16138497968398,-8.74911116368095,6.97688214499825e-18,1.44400318334358e-16,29.8380390085852
"ENSG00000107562.16","ENSG00000107562.16","CXCL12","protein_coding",-1.10244259182242,6.78510162223124,-8.77717260087326,5.51929375578673e-18,1.1606150354687e-16,29.8092261164427
"ENSG00000155962.13","ENSG00000155962.13","CLIC2","protein_coding",-0.739046646487165,3.57093111827929,-8.76187144729832,6.27212822866292e-18,1.30765066549963e-16,29.8071178024689
"ENSG00000161179.14","ENSG00000161179.14","YDJC","protein_coding",0.903368442224179,3.99950669958329,8.74735292027327,7.07993332504147e-18,1.46355764558212e-16,29.7842189295325
"ENSG00000113163.18","ENSG00000113163.18","CERT1","protein_coding",-0.548416722867969,5.63152324871924,-8.77376102148189,5.67900323447596e-18,1.18980343838867e-16,29.7807012662526
"ENSG00000048342.17","ENSG00000048342.17","CC2D2A","protein_coding",-0.582321563039096,3.86762090477194,-8.76039875281666,6.34973049705707e-18,1.32221522240548e-16,29.7769386958194
"ENSG00000235387.5","ENSG00000235387.5","SPAAR","protein_coding",-1.1614650693602,-0.00187100230546168,-8.73323677299414,7.96367297528596e-18,1.64028608025341e-16,29.7636870191976
"ENSG00000213949.10","ENSG00000213949.10","ITGA1","protein_coding",-0.724975020637305,5.81926437889564,-8.76836880951116,5.94079616451158e-18,1.24312615819896e-16,29.7310558530963
"ENSG00000129048.7","ENSG00000129048.7","ACKR4","protein_coding",-1.0943150927866,0.379308222890953,-8.72548895936777,8.49418096364752e-18,1.7432468744505e-16,29.6993884898487
"ENSG00000186185.14","ENSG00000186185.14","KIF18B","protein_coding",1.77515160272345,2.87918793953683,8.72365994382966,8.62442652796105e-18,1.7657324096515e-16,29.6826796656197
"ENSG00000136859.10","ENSG00000136859.10","ANGPTL2","protein_coding",-1.00387852531717,6.04903491393519,-8.76225638726078,6.25199916811728e-18,1.30504750361372e-16,29.6790607954679
"ENSG00000031081.11","ENSG00000031081.11","ARHGAP31","protein_coding",-0.692239101699792,5.20441282611822,-8.76001311394379,6.37020766229064e-18,1.32486353025107e-16,29.6771714321734
"ENSG00000186188.11","ENSG00000186188.11","FFAR4","protein_coding",-0.961977676402875,0.440799772648051,-8.71990735675531,8.89786053264191e-18,1.81735608367058e-16,29.65453663397
"ENSG00000184785.6","ENSG00000184785.6","SMIM10","protein_coding",-0.792801899128278,1.683619153561,-8.72018659527452,8.87722200472518e-18,1.81531216443931e-16,29.6273748092832
"ENSG00000143294.15","ENSG00000143294.15","PRCC","protein_coding",0.496190739029166,6.4887439078488,8.75479734793993,6.65365648415693e-18,1.3787765105216e-16,29.6243855737673
"ENSG00000185518.12","ENSG00000185518.12","SV2B","protein_coding",-1.28483879196809,0.809006287799196,-8.71044493000283,9.62596380589239e-18,1.94743284343143e-16,29.5662787251934
"ENSG00000139155.9","ENSG00000139155.9","SLCO1C1","protein_coding",-1.12020509463234,-1.66965362613528,-8.71124179284773,9.56244255168882e-18,1.93917703764949e-16,29.5602201729372
"ENSG00000124615.20","ENSG00000124615.20","MOCS1","protein_coding",-0.777445705095832,3.95459206092659,-8.73244969165685,8.0160361019384e-18,1.64908212579034e-16,29.5280498147039
"ENSG00000104043.15","ENSG00000104043.15","ATP8B4","protein_coding",-0.805921398604738,2.03032111156402,-8.71092335114725,9.58777702305665e-18,1.94200821671047e-16,29.5275649167857
"ENSG00000105609.17","ENSG00000105609.17","LILRB5","protein_coding",-1.23284739368336,1.34986680732755,-8.70737394315066,9.87468849647981e-18,1.98887846052264e-16,29.5209319103677
"ENSG00000129911.9","ENSG00000129911.9","KLF16","protein_coding",0.77109757655381,4.00658100676193,8.71633976136811,9.16575148802332e-18,1.8676038980668e-16,29.5176799237377
"ENSG00000016602.9","ENSG00000016602.9","CLCA4","protein_coding",-2.08828755254409,-3.00917720221036,-8.70555271558461,1.00251816563266e-17,2.01625414348382e-16,29.4988594291161
"ENSG00000132561.14","ENSG00000132561.14","MATN2","protein_coding",-1.36008226482101,4.66141277665053,-8.7376787828146,7.67442905095011e-18,1.58453296305893e-16,29.4981796351447
"ENSG00000272886.6","ENSG00000272886.6","DCP1A","protein_coding",-0.41726916750688,5.19560756689199,-8.73517186808946,7.83636727778337e-18,1.61601414575062e-16,29.4820516387689
"ENSG00000064547.14","ENSG00000064547.14","LPAR2","protein_coding",0.769932330526249,4.31512890918419,8.71535511049696,9.24108206029571e-18,1.87846995451844e-16,29.478602393903
"ENSG00000144485.11","ENSG00000144485.11","HES6","protein_coding",1.55027129840914,2.4508365299924,8.69672439359887,1.07874233462694e-17,2.14429864537311e-16,29.4671614053147
"ENSG00000152785.8","ENSG00000152785.8","BMP3","protein_coding",-1.97283693065816,-3.20077465530265,-8.70250232486232,1.02823368673801e-17,2.05827552181144e-16,29.4656953909933
"ENSG00000085276.19","ENSG00000085276.19","MECOM","protein_coding",-0.7798673283458,3.55515013621719,-8.71808503134746,9.03371789095452e-18,1.8429000356995e-16,29.4464776322878
"ENSG00000115687.14","ENSG00000115687.14","PASK","protein_coding",0.662400123508216,4.12325246608035,8.71019404601583,9.64604897983103e-18,1.94918682048065e-16,29.4445685686783
"ENSG00000019991.18","ENSG00000019991.18","HGF","protein_coding",-0.918798426719688,2.41579542256231,-8.70524917950808,1.00504830875245e-17,2.01896469081742e-16,29.4445488251923
"ENSG00000137225.13","ENSG00000137225.13","CAPN11","protein_coding",-1.15370038705036,0.139873428192559,-8.6936469545617,1.10663691022033e-17,2.18701681041807e-16,29.4428968335045
"ENSG00000179094.16","ENSG00000179094.16","PER1","protein_coding",-0.994190315274418,5.10737135138248,-8.73169801141138,8.06636162731562e-18,1.65743832474626e-16,29.4418332687703
"ENSG00000169933.16","ENSG00000169933.16","FRMPD4","protein_coding",-1.47091881769808,-4.06098385987496,-8.70272809092322,1.02630829442134e-17,2.05683264404277e-16,29.4193233123036
"ENSG00000085552.17","ENSG00000085552.17","IGSF9","protein_coding",1.28342031067459,5.35745142884002,8.7126327006557,9.45255845064817e-18,1.91917283644254e-16,29.3959123458419
"ENSG00000140876.11","ENSG00000140876.11","NUDT7","protein_coding",-0.874920729823396,-0.261031007153257,-8.68697220951514,1.16961089380278e-17,2.29817100249511e-16,29.3868242854232
"ENSG00000167642.13","ENSG00000167642.13","SPINT2","protein_coding",0.984356889266686,6.68842123707554,8.72491954467074,8.53451965226389e-18,1.74942284588723e-16,29.3858435513244
"ENSG00000198937.9","ENSG00000198937.9","CCDC167","protein_coding",0.909740363441802,3.83876575769244,8.69537511825027,1.09088588047318e-17,2.16340027980019e-16,29.3715276485251
"ENSG00000108106.14","ENSG00000108106.14","UBE2S","protein_coding",1.24148667509995,4.07666123605128,8.69151462649702,1.12638159996208e-17,2.22089674588367e-16,29.344620385419
"ENSG00000135144.7","ENSG00000135144.7","DTX1","protein_coding",-1.02339281070875,2.3639178670601,-8.69192906440928,1.12251697516687e-17,2.21583553190454e-16,29.3344960814773
"ENSG00000173517.10","ENSG00000173517.10","PEAK1","protein_coding",-0.629290800804725,5.72686256948242,-8.71565716976533,9.21790824111237e-18,1.87599264859349e-16,29.3006222603901
"ENSG00000171150.9","ENSG00000171150.9","SOCS5","protein_coding",-0.484712399656563,5.23026416596968,-8.70992901481485,9.66731172684832e-18,1.9511743231198e-16,29.2713283414943
"ENSG00000137675.5","ENSG00000137675.5","MMP27","protein_coding",-1.61340575015373,-3.03248318802043,-8.67605135367819,1.28036562834315e-17,2.49854206902391e-16,29.2499507648651
"ENSG00000183747.12","ENSG00000183747.12","ACSM2A","protein_coding",-1.33486544943585,-5.30574720315639,-8.68938086354729,1.14648794207759e-17,2.25793328846306e-16,29.2442691641401
"ENSG00000131747.15","ENSG00000131747.15","TOP2A","protein_coding",1.51438179217693,6.57134440724284,8.70403890265731,1.01519953150164e-17,2.03696028206705e-16,29.2415926058604
"ENSG00000167880.8","ENSG00000167880.8","EVPL","protein_coding",1.17554549167414,5.43666888853072,8.69557442077283,1.08908368205601e-17,2.16233765943097e-16,29.2385915882799
"ENSG00000156860.16","ENSG00000156860.16","FBRS","protein_coding",0.471925292398612,6.6587074547548,8.70734068138823,9.87741689325444e-18,1.98887846052264e-16,29.2315554284152
"ENSG00000150457.9","ENSG00000150457.9","LATS2","protein_coding",-0.598122536499633,4.63002668589879,-8.69747445060036,1.07204964859576e-17,2.13347875871476e-16,29.1974949847582
"ENSG00000103495.14","ENSG00000103495.14","MAZ","protein_coding",0.647074608396822,4.09350435051051,8.67897832807578,1.24970379974848e-17,2.44709775008088e-16,29.190552280793
"ENSG00000147852.16","ENSG00000147852.16","VLDLR","protein_coding",-0.96423678824648,3.61803889203883,-8.6882306052486,1.15747345892134e-17,2.27694231694492e-16,29.1809595690452
"ENSG00000101294.18","ENSG00000101294.18","HM13","protein_coding",0.530722008509777,7.5514572575013,8.70143793028764,1.03735931165934e-17,2.07411127009172e-16,29.1801899152489
"ENSG00000102908.22","ENSG00000102908.22","NFAT5","protein_coding",-0.916740562526597,5.2373473407855,-8.69964205798554,1.05293804727639e-17,2.10279732833268e-16,29.1760269002471
"ENSG00000184363.10","ENSG00000184363.10","PKP3","protein_coding",0.99239345817493,5.92921864308536,8.69442150186339,1.09954984565193e-17,2.17552880816996e-16,29.1756150157733
"ENSG00000102858.13","ENSG00000102858.13","MGRN1","protein_coding",0.475976901963819,6.58171706541184,8.6985965578024,1.06211372597983e-17,2.11617174692014e-16,29.1614855251476
"ENSG00000163348.4","ENSG00000163348.4","PYGO2","protein_coding",0.465449913487376,6.64513608774302,8.69867893624465,1.061387885294e-17,2.11617174692014e-16,29.1608648415508
"ENSG00000254245.3","ENSG00000254245.3","PCDHGA3","protein_coding",-1.22405439146546,-0.925449741118769,-8.65884329228721,1.47625502902532e-17,2.86118667657291e-16,29.1557199463102
"ENSG00000172840.7","ENSG00000172840.7","PDP2","protein_coding",-0.524985798800319,3.97627700053775,-8.6827751930282,1.21100810599941e-17,2.37677740344138e-16,29.1363361822764
"ENSG00000137309.20","ENSG00000137309.20","HMGA1","protein_coding",0.890932592852436,6.79410147347647,8.69495768550408,1.09467008202076e-17,2.16838650237871e-16,29.1352484923197
"ENSG00000141696.13","ENSG00000141696.13","P3H4","protein_coding",0.834896839787619,5.19475520120268,8.67860400385161,1.25358424226413e-17,2.44908862346956e-16,29.0937890172326
"ENSG00000146648.19","ENSG00000146648.19","EGFR","protein_coding",-1.46775307159537,4.97044420988912,-8.68138015361209,1.22508607037778e-17,2.40164691753164e-16,29.026179674256
"ENSG00000049245.13","ENSG00000049245.13","VAMP3","protein_coding",-0.381454382517654,6.65841551062369,-8.67860353209822,1.25358914021224e-17,2.44908862346956e-16,28.9929978163868
"ENSG00000167967.16","ENSG00000167967.16","E4F1","protein_coding",0.730374801163856,4.9568188636073,8.66248562598756,1.43246341535951e-17,2.78262944451236e-16,28.9770196448351
"ENSG00000140092.14","ENSG00000140092.14","FBLN5","protein_coding",-1.03557039691532,5.51227179913443,-8.67204857447422,1.32350362348351e-17,2.57977447157317e-16,28.9440954673735
"ENSG00000145675.15","ENSG00000145675.15","PIK3R1","protein_coding",-0.911623434168328,7.09938606383402,-8.67128130691921,1.33193498824442e-17,2.5932485660517e-16,28.9440501925837
"ENSG00000156873.16","ENSG00000156873.16","PHKG2","protein_coding",0.625078577304933,4.93738388110244,8.65915375266066,1.47247137920486e-17,2.8570964545367e-16,28.9432971716648
"ENSG00000161980.6","ENSG00000161980.6","POLR3K","protein_coding",0.746589961502533,4.61064720099101,8.65251526254364,1.55550361931397e-17,3.0045502601568e-16,28.9317001386877
"ENSG00000110107.9","ENSG00000110107.9","PRPF19","protein_coding",0.480028629641934,7.47813002842509,8.66960971699906,1.35048797429581e-17,2.62637610035319e-16,28.9201970279749
"ENSG00000253305.2","ENSG00000253305.2","PCDHGB6","protein_coding",-0.887846009964952,0.977662352282349,-8.62837369378738,1.89835578457528e-17,3.60560901241634e-16,28.9069320698738
"ENSG00000125877.13","ENSG00000125877.13","ITPA","protein_coding",0.612254099358804,5.37312546963529,8.65760773225039,1.491408492983e-17,2.88727891356971e-16,28.8916182269075
"ENSG00000162444.12","ENSG00000162444.12","RBP7","protein_coding",-1.12324159285562,3.16857926895716,-8.64486473943366,1.65694341710655e-17,3.18822339800644e-16,28.864139825327
"ENSG00000158122.12","ENSG00000158122.12","PRXL2C","protein_coding",-0.501478204880936,3.83991986468157,-8.64412517472034,1.6670891769746e-17,3.201973869161e-16,28.8374238600218
"ENSG00000072952.19","ENSG00000072952.19","IRAG1","protein_coding",-0.758682399057014,4.14413427366941,-8.64619154527639,1.6388942172561e-17,3.16204731747434e-16,28.8078895540947
"ENSG00000235173.7","ENSG00000235173.7","HGH1","protein_coding",0.783839499691695,5.37225341002165,8.6447829176558,1.65806288575679e-17,3.18822339800644e-16,28.7993907471521
"ENSG00000153820.13","ENSG00000153820.13","SPHKAP","protein_coding",-2.33359819829402,-3.41288985595839,-8.61837096312164,2.06138686795067e-17,3.91090897447309e-16,28.7955135363092
"ENSG00000071205.12","ENSG00000071205.12","ARHGAP10","protein_coding",-0.748804796426326,3.78901326113998,-8.64001822703652,1.72455742349548e-17,3.30491784581205e-16,28.7898931009989
"ENSG00000177311.11","ENSG00000177311.11","ZBTB38","protein_coding",-0.587615694814709,6.34479429007741,-8.65347197801698,1.54325801626073e-17,2.98427300426409e-16,28.7883261518499
"ENSG00000101695.9","ENSG00000101695.9","RNF125","protein_coding",-0.715769791089077,3.44482719086982,-8.63100211739948,1.85767294030954e-17,3.54410787215479e-16,28.7527691409334
"ENSG00000175471.19","ENSG00000175471.19","MCTP1","protein_coding",-0.748394596545148,3.4220739135379,-8.63006112815673,1.87213765313859e-17,3.56771768162292e-16,28.7457818660657
"ENSG00000090889.12","ENSG00000090889.12","KIF4A","protein_coding",1.74092794202301,4.12258149153187,8.6123569984121,2.16598548731558e-17,4.10479491630561e-16,28.7313301689568
"ENSG00000005810.18","ENSG00000005810.18","MYCBP2","protein_coding",-0.694082581466822,6.10952159314077,-8.6457888577769,1.64435154722831e-17,3.1689957865602e-16,28.7263568061789
"ENSG00000119729.12","ENSG00000119729.12","RHOQ","protein_coding",-0.604506337251628,5.72034350592576,-8.6413995722963,1.70501321293804e-17,3.27113490010304e-16,28.6955976607319
"ENSG00000166148.4","ENSG00000166148.4","AVPR1A","protein_coding",-0.866556944187551,2.54653761515523,-8.61149648262466,2.18137471156629e-17,4.12937618625216e-16,28.6750488103224
"ENSG00000100726.15","ENSG00000100726.15","TELO2","protein_coding",0.769060920040507,5.37772354319015,8.62948269637047,1.88108436083013e-17,3.58047061692857e-16,28.6736662302126
"ENSG00000134222.16","ENSG00000134222.16","PSRC1","protein_coding",0.995559887947367,3.21991783013577,8.60199891580359,2.35856969224888e-17,4.44019597520944e-16,28.6669510562713
"ENSG00000123485.12","ENSG00000123485.12","HJURP","protein_coding",1.64818209159067,3.31407370495944,8.59906471340809,2.41613416950119e-17,4.53692930400772e-16,28.6632743622122
"ENSG00000110799.14","ENSG00000110799.14","VWF","protein_coding",-0.95680651230896,7.44408483966894,-8.6344204051797,1.80605062492168e-17,3.45721013683158e-16,28.6520327784439
"ENSG00000100568.11","ENSG00000100568.11","VTI1B","protein_coding",-0.396789630918481,5.20047053600132,-8.63250283985993,1.83483224281644e-17,3.50444748837705e-16,28.6452339287999
"ENSG00000112531.17","ENSG00000112531.17","QKI","protein_coding",-0.682231836265954,6.46268868858192,-8.63315446267158,1.82500126880753e-17,3.48957409461238e-16,28.6238265841541
"ENSG00000145050.19","ENSG00000145050.19","MANF","protein_coding",0.593774447780289,5.94939872230728,8.62935768402156,1.88302349282686e-17,3.58047061692857e-16,28.6232914268743
"ENSG00000175063.17","ENSG00000175063.17","UBE2C","protein_coding",2.01307547222384,4.43446769558567,8.59884091319096,2.42058131534467e-17,4.53692930400772e-16,28.6171656880127
"ENSG00000134532.19","ENSG00000134532.19","SOX5","protein_coding",-1.17585016322955,1.34676027464452,-8.58944781893953,2.61470514567431e-17,4.87935413796599e-16,28.5701564123538
"ENSG00000172348.15","ENSG00000172348.15","RCAN2","protein_coding",-0.676809406952643,3.61748400757829,-8.60681507020634,2.2670073064731e-17,4.28198559270223e-16,28.5440466635959
"ENSG00000118777.12","ENSG00000118777.12","ABCG2","protein_coding",-0.944120676729459,1.86208170352288,-8.58612625996579,2.68696757337867e-17,5.00326840953553e-16,28.5250906037474
"ENSG00000124942.14","ENSG00000124942.14","AHNAK","protein_coding",-0.870565341072762,10.5097050043857,-8.60874576498539,2.23129587346703e-17,4.21920011511068e-16,28.5247902689024
"ENSG00000105928.16","ENSG00000105928.16","GSDME","protein_coding",-0.606342103990023,3.11598511698761,-8.59396575027315,2.51948755024086e-17,4.71196603727959e-16,28.4982416891555
