"","gene_id","gene_name","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000183801.8","ENSG00000183801.8","OLFML1","protein_coding",-0.858183878291511,3.57745277678625,-9.14908696147179,2.32645661475876e-19,6.0188252571221e-18,33.0388387951609
"ENSG00000157064.11","ENSG00000157064.11","NMNAT2","protein_coding",-1.43673747229738,1.0027389249418,-9.13007161578536,2.74274134540036e-19,7.04245240191146e-18,33.0374909345879
"ENSG00000185739.13","ENSG00000185739.13","SRL","protein_coding",-1.10086411064398,-0.436272065461083,-9.12755138093562,2.80317630313518e-19,7.1760472827636e-18,33.0187600553454
"ENSG00000130669.17","ENSG00000130669.17","PAK4","protein_coding",0.747916829352945,6.50600888390422,9.15870565249527,2.14034851812502e-19,5.58814234663376e-18,33.0160757240739
"ENSG00000158301.18","ENSG00000158301.18","GPRASP2","protein_coding",-0.693735940330545,3.41629098666495,-9.14152709426499,2.48388848147779e-19,6.41639876266767e-18,33.0026714813655
"ENSG00000064961.19","ENSG00000064961.19","HMG20B","protein_coding",0.701205595333274,6.50790020291425,9.15678598884569,2.17627529222007e-19,5.65599704941517e-18,32.9984440826707
"ENSG00000115137.12","ENSG00000115137.12","DNAJC27","protein_coding",-0.456307236043294,2.98129566702399,-9.13330530903849,2.66708228804646e-19,6.85849850427611e-18,32.9899156639306
"ENSG00000105784.15","ENSG00000105784.15","RUNDC3B","protein_coding",-1.03127266087012,0.730578631370307,-9.12175610455013,2.94718926015035e-19,7.51093382344286e-18,32.9787937469612
"ENSG00000213625.9","ENSG00000213625.9","LEPROT","protein_coding",-0.479335987833837,6.79660321415118,-9.15528553310282,2.20477136111661e-19,5.72134817493406e-18,32.9754876742836
"ENSG00000085563.15","ENSG00000085563.15","ABCB1","protein_coding",-1.1504931960339,2.00522527685876,-9.12531451523762,2.85791841749579e-19,7.29431344973702e-18,32.9586013868872
"ENSG00000182836.10","ENSG00000182836.10","PLCXD3","protein_coding",-1.97054598316837,-0.843971889565592,-9.11412503710608,3.14803791582799e-19,7.96336998707598e-18,32.9109822983496
"ENSG00000113368.12","ENSG00000113368.12","LMNB1","protein_coding",1.13146435223862,5.59817345623756,9.1297617732987,2.75010127305379e-19,7.05074763324226e-18,32.8397229468155
"ENSG00000169764.16","ENSG00000169764.16","UGP2","protein_coding",-0.582220126513648,7.01387695360477,-9.13895496994626,2.53981931076759e-19,6.54108819477474e-18,32.8392479253338
"ENSG00000186479.5","ENSG00000186479.5","RGS7BP","protein_coding",-1.6327505788975,-1.80959503778493,-9.10221055573837,3.48901303227068e-19,8.76101434206205e-18,32.7807534675807
"ENSG00000129925.11","ENSG00000129925.11","PGAP6","protein_coding",0.692038473070988,5.9120830823729,9.12588156528014,2.84394192846047e-19,7.26950724976984e-18,32.7587682584711
"ENSG00000122420.10","ENSG00000122420.10","PTGFR","protein_coding",-1.58504386627675,0.684711995168553,-9.09576567864448,3.68842664700337e-19,9.24119121130981e-18,32.752855154433
"ENSG00000146021.15","ENSG00000146021.15","KLHL3","protein_coding",-0.75653435431495,2.60088716168099,-9.1026849012479,3.47476476858859e-19,8.7380866603314e-18,32.7429738200405
"ENSG00000145777.15","ENSG00000145777.15","TSLP","protein_coding",-1.80706968885727,-1.76994407763223,-9.0915715567513,3.82421188611186e-19,9.56052971527966e-18,32.6969153731254
"ENSG00000261934.2","ENSG00000261934.2","PCDHGA9","protein_coding",-1.09722342484789,0.417508098240281,-9.08595916061813,4.01367724875147e-19,1.00195232488935e-17,32.6780108151109
"ENSG00000136811.16","ENSG00000136811.16","ODF2","protein_coding",0.499560722572195,6.00567745102659,9.11717855065613,3.06609461034867e-19,7.77913305671672e-18,32.6722453406322
"ENSG00000150347.16","ENSG00000150347.16","ARID5B","protein_coding",-0.850264214479732,6.26314641671093,-9.11880835224444,3.02322500552463e-19,7.6932290565325e-18,32.6635953708628
"ENSG00000172757.13","ENSG00000172757.13","CFL1","protein_coding",0.595218566706016,9.29208731445244,9.11488331073793,3.127489118976e-19,7.92312710779157e-18,32.6606761887668
"ENSG00000130202.10","ENSG00000130202.10","NECTIN2","protein_coding",0.741525473245331,7.61665398793421,9.11727022523968,3.06366736022455e-19,7.77913305671672e-18,32.6501370074383
"ENSG00000115593.15","ENSG00000115593.15","SMYD1","protein_coding",-2.61665285768832,-2.09868526021837,-9.08281870331949,4.12371473337217e-19,1.02642024886778e-17,32.6328328484164
"ENSG00000156920.11","ENSG00000156920.11","ADGRG4","protein_coding",-1.4672144053648,-5.28302789722246,-9.10304497136372,3.46398752009798e-19,8.72383287694293e-18,32.6139216141869
"ENSG00000134318.14","ENSG00000134318.14","ROCK2","protein_coding",-0.644692214083902,6.07871094402731,-9.11005541197992,3.26062566917962e-19,8.23597386113049e-18,32.5891167784476
"ENSG00000099204.20","ENSG00000099204.20","ABLIM1","protein_coding",-0.854233708733765,6.95246032005618,-9.10840421494398,3.30743437712167e-19,8.34186735440952e-18,32.5815117465669
"ENSG00000196381.11","ENSG00000196381.11","ZNF781","protein_coding",-0.836908496681185,-0.107939649932665,-9.07329180419908,4.47610918381872e-19,1.10767484512615e-17,32.565019061538
"ENSG00000106772.18","ENSG00000106772.18","PRUNE2","protein_coding",-1.05723723420928,2.6188255474916,-9.08328452918956,4.10720629321782e-19,1.02380361250649e-17,32.5555842299564
"ENSG00000174944.9","ENSG00000174944.9","P2RY14","protein_coding",-0.946534299863878,0.815509724496467,-9.0690909281135,4.64080866038286e-19,1.14511283057857e-17,32.5346847568475
"ENSG00000122367.20","ENSG00000122367.20","LDB3","protein_coding",-0.957497962858441,0.61564452119223,-9.06538612459908,4.79102423203889e-19,1.17538417761586e-17,32.5049694066756
"ENSG00000108799.13","ENSG00000108799.13","EZH1","protein_coding",-0.588758281902575,5.33814942335139,-9.0956827599583,3.69106436668421e-19,9.24119121130981e-18,32.4813936268554
"ENSG00000248144.6","ENSG00000248144.6","ADH1C","protein_coding",-2.19458370689159,-0.886709972897324,-9.05456462532328,5.25788530740095e-19,1.28103944943964e-17,32.41230026043
"ENSG00000151365.2","ENSG00000151365.2","THRSP","protein_coding",-1.98024291345222,2.04137520336556,-9.06748418875332,4.70537497721785e-19,1.15815701246577e-17,32.4115995378336
"ENSG00000254986.7","ENSG00000254986.7","DPP3","protein_coding",0.72071136681713,5.67738937238355,9.08047868576397,4.20764093878e-19,1.04578557539547e-17,32.3885652758714
"ENSG00000076944.16","ENSG00000076944.16","STXBP2","protein_coding",0.967514295012727,5.05351375123156,9.07123821618492,4.55588680426788e-19,1.12578534273334e-17,32.3806198504994
"ENSG00000104524.14","ENSG00000104524.14","PYCR3","protein_coding",0.994685561592295,4.78782235005493,9.06645349157592,4.74726017240714e-19,1.16632327257341e-17,32.3678084983192
"ENSG00000196569.13","ENSG00000196569.13","LAMA2","protein_coding",-1.25923597284249,4.57673947057181,-9.07952954517785,4.24216208897642e-19,1.05283310565803e-17,32.3552560971604
"ENSG00000103994.18","ENSG00000103994.18","ZNF106","protein_coding",-0.722148987577715,6.4223082139724,-9.07732425178403,4.32345606667029e-19,1.07145155788672e-17,32.3109105340294
"ENSG00000160753.16","ENSG00000160753.16","RUSC1","protein_coding",0.693516667108803,5.95986969387876,9.06743814028934,4.70723845769398e-19,1.15815701246577e-17,32.2597738764839
"ENSG00000166257.9","ENSG00000166257.9","SCN3B","protein_coding",-1.42713789419135,-0.149914461871124,-9.03602112266994,6.16473805508674e-19,1.49097595312473e-17,32.2582543730739
"ENSG00000172318.5","ENSG00000172318.5","B3GALT1","protein_coding",-1.67612357461996,-2.22890050089763,-9.03509093555288,6.21409443501333e-19,1.50078730520301e-17,32.2076591926196
"ENSG00000150672.17","ENSG00000150672.17","DLG2","protein_coding",-0.972511120314713,1.17115376050601,-9.02983450458559,6.50043757344854e-19,1.56772558709935e-17,32.1985817860583
"ENSG00000163762.7","ENSG00000163762.7","TM4SF18","protein_coding",-0.966355733865788,4.20478843256052,-9.05463665222042,5.25463386494638e-19,1.28103944943964e-17,32.1777202860772
"ENSG00000188486.3","ENSG00000188486.3","H2AX","protein_coding",1.01537083440716,5.04355580481965,9.04477602807532,5.7187875822104e-19,1.38902273067201e-17,32.1605032083985
"ENSG00000071564.17","ENSG00000071564.17","TCF3","protein_coding",0.609034706885249,6.37859639425834,9.05765635423459,5.12009302478491e-19,1.2543126025567e-17,32.1565364530563
"ENSG00000187531.14","ENSG00000187531.14","SIRT7","protein_coding",0.673869289824304,4.43302491144639,9.03964062298808,5.97634711525616e-19,1.44746279422693e-17,32.148672859184
"ENSG00000125740.14","ENSG00000125740.14","FOSB","protein_coding",-1.90863849531579,4.7374332573285,-9.05671953795021,5.16146356681329e-19,1.26263596566385e-17,32.1470851983863
"ENSG00000115275.14","ENSG00000115275.14","MOGS","protein_coding",0.48563343167167,6.13482341575498,9.05453548143588,5.25920148788984e-19,1.28103944943964e-17,32.1347465253912
"ENSG00000166960.16","ENSG00000166960.16","CCDC178","protein_coding",-1.62790913737639,-1.94298027039218,-9.02420971964498,6.82130742073974e-19,1.64047639731171e-17,32.1249489597217
"ENSG00000136950.13","ENSG00000136950.13","ARPC5L","protein_coding",0.572343123703377,5.61041800604353,9.04844990334715,5.54129584353221e-19,1.34782943772525e-17,32.113638465384
"ENSG00000188641.14","ENSG00000188641.14","DPYD","protein_coding",-0.856450364424579,4.55012280499206,-9.04127520559519,5.89314617625614e-19,1.42933907613031e-17,32.0471109090603
"ENSG00000136383.7","ENSG00000136383.7","ALPK3","protein_coding",-0.783304596107791,3.08158496618642,-9.02386558302453,6.84143966002376e-19,1.64300396898602e-17,32.030053293758
"ENSG00000134339.9","ENSG00000134339.9","SAA2","protein_coding",-1.94307035328185,0.43115204255384,-9.00654069429582,7.93463048093856e-19,1.89753242944014e-17,32.0019105022323
"ENSG00000149596.7","ENSG00000149596.7","JPH2","protein_coding",-1.34722491119193,2.22940944649888,-9.00486771797754,8.04892523531375e-19,1.92217340409765e-17,31.9120002205229
"ENSG00000133687.16","ENSG00000133687.16","TMTC1","protein_coding",-1.34874931858229,4.26344493471706,-9.02471292569829,6.79197493318697e-19,1.63572598003057e-17,31.9043257273973
"ENSG00000169689.15","ENSG00000169689.15","CENPX","protein_coding",0.920821565805411,5.15877447258453,9.00885271225258,7.77931500400458e-19,1.86561522041262e-17,31.8402477859942
"ENSG00000166856.3","ENSG00000166856.3","GPR182","protein_coding",-1.34705297839583,-2.77803440014073,-8.99254581275004,8.9424101229013e-19,2.12959069523765e-17,31.8260313861686
"ENSG00000103253.19","ENSG00000103253.19","HAGHL","protein_coding",1.80969178215995,2.80749103279157,8.97882422477292,1.0053135237111e-18,2.37752471154667e-17,31.7816588278523
"ENSG00000095906.17","ENSG00000095906.17","NUBP2","protein_coding",0.764812909201918,5.68947738135649,9.00291210085349,8.18459476270669e-19,1.95184295493319e-17,31.7351592428515
"ENSG00000147526.20","ENSG00000147526.20","TACC1","protein_coding",-1.03506732279132,6.35219731106294,-9.00688257647399,7.91147197455577e-19,1.89464774145217e-17,31.7170990652029
"ENSG00000151322.19","ENSG00000151322.19","NPAS3","protein_coding",-1.09644855030846,1.16060667806945,-8.96960200809354,1.08752260192553e-18,2.55425700521024e-17,31.6925878393298
"ENSG00000099849.15","ENSG00000099849.15","RASSF7","protein_coding",1.17019544158568,4.59816851341959,8.98222400419752,9.76583584694161e-19,2.31278289995184e-17,31.6925033955422
"ENSG00000066813.14","ENSG00000066813.14","ACSM2B","protein_coding",-1.33812997857202,-5.1729660261844,-8.98932006208853,9.19208293172509e-19,2.1799280008223e-17,31.6762695542977
"ENSG00000160949.17","ENSG00000160949.17","TONSL","protein_coding",1.15354841841811,4.21091634632912,8.9723977715268,1.06192223322603e-18,2.49756503200198e-17,31.6435002755875
"ENSG00000114993.17","ENSG00000114993.17","RTKN","protein_coding",0.664090359160506,5.61671620375333,8.9898672488124,9.14925047796746e-19,2.17278792644359e-17,31.6243038425379
"ENSG00000169241.19","ENSG00000169241.19","SLC50A1","protein_coding",0.808767745719058,6.41832866059567,8.9919925471212,8.98475120378029e-19,2.13669396663716e-17,31.607020863526
"ENSG00000134815.19","ENSG00000134815.19","DHX34","protein_coding",0.5710544199812,4.94333601952715,8.9734569507479,1.05237992992972e-18,2.4785361798e-17,31.5343832167045
"ENSG00000113369.9","ENSG00000113369.9","ARRDC3","protein_coding",-0.784913539126686,6.50514464785926,-8.97723000739191,1.01907180762989e-18,2.40672906158787e-17,31.4667098059179
"ENSG00000114019.15","ENSG00000114019.15","AMOTL2","protein_coding",-0.761868408471636,5.92962779337686,-8.97510372257582,1.03771205368871e-18,2.44736648021197e-17,31.4487359145661
"ENSG00000073756.12","ENSG00000073756.12","PTGS2","protein_coding",-1.57424923904165,1.14593328796125,-8.93720380565447,1.43260140144601e-18,3.30116989604461e-17,31.4080503842665
"ENSG00000118495.20","ENSG00000118495.20","PLAGL1","protein_coding",-1.00365610277805,3.51812545943118,-8.95418837747312,1.24001294697364e-18,2.88463502310284e-17,31.3864727682732
"ENSG00000137672.13","ENSG00000137672.13","TRPC6","protein_coding",-0.794841809219566,1.91620072829031,-8.93514681806693,1.4578468815556e-18,3.35481610546656e-17,31.3832375344316
"ENSG00000063244.13","ENSG00000063244.13","U2AF2","protein_coding",0.457899919733844,7.27729083349749,8.96515756451785,1.12948134093779e-18,2.64916124952098e-17,31.3635920979907
"ENSG00000154175.18","ENSG00000154175.18","ABI3BP","protein_coding",-1.33564671128932,4.15576796759061,-8.95900169578457,1.1902527675582e-18,2.78024158769579e-17,31.3582017016695
"ENSG00000170638.10","ENSG00000170638.10","TRABD","protein_coding",0.814598288891457,4.79925757410678,8.94818654407565,1.3049498314242e-18,3.02744814831089e-17,31.3562523148424
"ENSG00000187079.20","ENSG00000187079.20","TEAD1","protein_coding",-0.729032161480567,6.17383101423846,-8.96419771892137,1.13875103100118e-18,2.66723921184432e-17,31.3561154567531
"ENSG00000128052.10","ENSG00000128052.10","KDR","protein_coding",-0.74085411720909,5.41060729151545,-8.9624353345034,1.15596751013585e-18,2.70385551172187e-17,31.3510137679645
"ENSG00000135451.13","ENSG00000135451.13","TROAP","protein_coding",1.73269898828163,3.06499776672324,8.92610724536425,1.57410536834739e-18,3.60776498852775e-17,31.3406743031177
"ENSG00000170965.10","ENSG00000170965.10","PLAC1","protein_coding",2.20622483544018,-0.928921164535029,8.93864572160575,1.41516290731434e-18,3.26981145363903e-17,31.3357555083106
"ENSG00000166912.17","ENSG00000166912.17","MTMR10","protein_coding",-0.530892481457808,4.82295182074512,-8.95551867367073,1.22605821453689e-18,2.85606330330387e-17,31.3238580409439
"ENSG00000048740.18","ENSG00000048740.18","CELF2","protein_coding",-0.973939686564428,4.87241839203882,-8.95603715194294,1.22066156074505e-18,2.84737652318603e-17,31.3096239924326
"ENSG00000101331.17","ENSG00000101331.17","CCM2L","protein_coding",-0.812334556147673,0.967021687603109,-8.91931923730358,1.66738915224562e-18,3.81133464184658e-17,31.2848342871451
"ENSG00000125898.13","ENSG00000125898.13","FAM110A","protein_coding",0.916263753363848,4.89645983461324,8.9377264538415,1.42625609522518e-18,3.29098957107701e-17,31.2684865818088
"ENSG00000167074.15","ENSG00000167074.15","TEF","protein_coding",-0.709140503636135,4.82629732165709,-8.9482718756037,1.30400343392888e-18,3.02744814831089e-17,31.2563166320558
"ENSG00000261371.6","ENSG00000261371.6","PECAM1","protein_coding",-0.832397843146657,7.40079244275585,-8.94575716503138,1.33218042387665e-18,3.08224671242464e-17,31.2161256552498
"ENSG00000105699.16","ENSG00000105699.16","LSR","protein_coding",0.847364197404297,7.00484158275933,8.94639405388841,1.3249877537322e-18,3.0697647075953e-17,31.2102486684606
"ENSG00000149970.16","ENSG00000149970.16","CNKSR2","protein_coding",-1.41409985957882,-0.126196758112929,-8.90701880994405,1.85056076897519e-18,4.21311001736684e-17,31.1864069908401
"ENSG00000182700.5","ENSG00000182700.5","IGIP","protein_coding",-0.590265636353054,3.7407640624455,-8.92116029166415,1.64156157574612e-18,3.75732760132239e-17,31.1187490127591
"ENSG00000204301.6","ENSG00000204301.6","NOTCH4","protein_coding",-0.726031901294058,4.52216391835822,-8.92923811171363,1.53283704496407e-18,3.51790222348946e-17,31.114352013061
"ENSG00000155660.11","ENSG00000155660.11","PDIA4","protein_coding",0.621932499518552,7.92375898096577,8.93039928270949,1.51780501165066e-18,3.48809159810701e-17,31.076299552688
"ENSG00000119147.10","ENSG00000119147.10","ECRG4","protein_coding",-2.05505904193112,0.294734103562739,-8.89338835462037,2.07683475931916e-18,4.69694748548008e-17,31.0632020680465
"ENSG00000123700.5","ENSG00000123700.5","KCNJ2","protein_coding",-0.855511193372384,2.46285629219884,-8.90051247697221,1.95535443427571e-18,4.43985066027364e-17,31.0509184645229
"ENSG00000149231.15","ENSG00000149231.15","CCDC82","protein_coding",-0.778578174141157,3.6095688686297,-8.90726103600382,1.84676850175227e-18,4.21008974197864e-17,31.0013322457317
"ENSG00000279170.3","ENSG00000279170.3","TSTD3","protein_coding",-0.583431056412488,1.96433941019429,-8.88741779729165,2.18436898384441e-18,4.9141107245248e-17,30.992917481938
"ENSG00000144366.16","ENSG00000144366.16","GULP1","protein_coding",-0.986453998302863,2.91768097242533,-8.89909443589698,1.97896122648533e-18,4.48748511849098e-17,30.9869504940896
"ENSG00000196666.6","ENSG00000196666.6","FAM180B","protein_coding",-1.79962867788269,-2.93756601932218,-8.8877593196993,2.17807214404231e-18,4.90640921629583e-17,30.9717494078909
"ENSG00000182272.12","ENSG00000182272.12","B4GALNT4","protein_coding",1.56982967221865,4.48098292201806,8.89054823329978,2.1273185186478e-18,4.79841000078087e-17,30.9715885775602
"ENSG00000117758.14","ENSG00000117758.14","STX12","protein_coding",-0.385742525298944,6.0215001528376,-8.91531169121478,1.72500702307377e-18,3.93776670039901e-17,30.9494975375253
"ENSG00000127586.17","ENSG00000127586.17","CHTF18","protein_coding",1.13527594831025,4.06750587374518,8.87908690130971,2.34366884278437e-18,5.25172512999252e-17,30.8777816720391
"ENSG00000169247.14","ENSG00000169247.14","SH3TC2","protein_coding",-1.06782815180656,0.712361149972239,-8.86937910563818,2.54383002747227e-18,5.67789512667829e-17,30.8728180030745
"ENSG00000107560.12","ENSG00000107560.12","RAB11FIP2","protein_coding",-0.469492402264638,4.24209608653947,-8.89594730370133,2.03236428949486e-18,4.60246952826588e-17,30.871145367815
"ENSG00000066044.15","ENSG00000066044.15","ELAVL1","protein_coding",0.32980018445432,6.65099866371838,8.90075039074005,1.95142113847047e-18,4.4368196989858e-17,30.8271841961222
"ENSG00000136908.18","ENSG00000136908.18","DPM2","protein_coding",0.601226821469723,5.74930878061495,8.89248253803419,2.09280583936324e-18,4.72680683956711e-17,30.7983032260379
"ENSG00000165379.13","ENSG00000165379.13","LRFN5","protein_coding",-1.43352677489589,-0.610845395423209,-8.85516190836818,2.86782534979082e-18,6.31846681905525e-17,30.7558707183532
"ENSG00000153406.14","ENSG00000153406.14","NMRAL1","protein_coding",0.679675190688492,5.69849092798748,8.88453084586331,2.23832143402384e-18,5.0222521006514e-17,30.7392645271174
"ENSG00000172159.16","ENSG00000172159.16","FRMD3","protein_coding",-1.01883573690477,2.65664537218966,-8.86526607774472,2.63364783388665e-18,5.85540843276231e-17,30.7283907490299
"ENSG00000013293.6","ENSG00000013293.6","SLC7A14","protein_coding",-1.50661505836888,-4.47953068239006,-8.86728835424609,2.58910154867624e-18,5.76387339552111e-17,30.7275004979567
"ENSG00000089351.14","ENSG00000089351.14","GRAMD1A","protein_coding",0.564379697459275,6.51628745711053,8.88721909406444,2.18804086450915e-18,4.91589444230181e-17,30.7205631530272
"ENSG00000162063.13","ENSG00000162063.13","CCNF","protein_coding",0.849587987827214,4.49505838393077,8.86186066275658,2.71037999861815e-18,6.01817145336866e-17,30.6699024502847
"ENSG00000117400.18","ENSG00000117400.18","MPL","protein_coding",-0.709886746663323,-0.333673320565354,-8.84291347287484,3.17943688013196e-18,6.95120162973792e-17,30.6511056651177
"ENSG00000197181.12","ENSG00000197181.12","PIWIL2","protein_coding",-1.2112499473166,-0.420919895833616,-8.83834682449718,3.30398990927107e-18,7.2105881240981e-17,30.6182631621449
"ENSG00000140983.14","ENSG00000140983.14","RHOT2","protein_coding",0.700014533135635,6.13275802756162,8.87217119609116,2.48459047990324e-18,5.55292963931254e-17,30.612956785851
"ENSG00000169221.14","ENSG00000169221.14","TBC1D10B","protein_coding",0.454158836722056,6.25081028947119,8.87332427390426,2.46052552596695e-18,5.50635299552891e-17,30.6096532062692
"ENSG00000167962.14","ENSG00000167962.14","ZNF598","protein_coding",0.616195492456669,4.91417270359718,8.85970862024138,2.76000595897149e-18,6.10454685873552e-17,30.5913838207727
"ENSG00000197953.6","ENSG00000197953.6","AADACL2","protein_coding",-1.4968238967598,-5.5713443685722,-8.85637010963593,2.83877479436413e-18,6.2706441932429e-17,30.5776408047897
"ENSG00000128573.26","ENSG00000128573.26","FOXP2","protein_coding",-1.23528432330138,0.901955682404584,-8.83236886651405,3.47435023972041e-18,7.53805976406938e-17,30.5608129903795
"ENSG00000205581.11","ENSG00000205581.11","HMGN1","protein_coding",0.494585348081269,7.63710804988551,8.86876438780004,2.55705881685196e-18,5.69997118769545e-17,30.560398085096
"ENSG00000172572.7","ENSG00000172572.7","PDE3A","protein_coding",-0.894013606480506,2.92071820509646,-8.84643277857277,3.08662671088766e-18,6.76561631430127e-17,30.5562205088378
"ENSG00000278023.7","ENSG00000278023.7","RDM1","protein_coding",1.51753080433631,-0.61554163939323,8.83807466968172,3.31156321992082e-18,7.21236504848826e-17,30.5531166135205
"ENSG00000148180.21","ENSG00000148180.21","GSN","protein_coding",-0.961170068618003,8.83899769445746,-8.85980529912369,2.75775740360525e-18,6.10454685873552e-17,30.5380013596252
"ENSG00000237649.8","ENSG00000237649.8","KIFC1","protein_coding",1.51084983374337,4.58359283733759,8.83717897643517,3.33660924038739e-18,7.24842274549805e-17,30.5126245088103
"ENSG00000137216.19","ENSG00000137216.19","TMEM63B","protein_coding",0.610903348597607,6.23367600907604,8.86006717854464,2.75167570983753e-18,6.10193022668517e-17,30.50479993937
"ENSG00000075702.18","ENSG00000075702.18","WDR62","protein_coding",1.30111235737847,3.31346093955437,8.82497543783317,3.69709900536228e-18,8.00100957117376e-17,30.4869983454111
"ENSG00000171914.16","ENSG00000171914.16","TLN2","protein_coding",-0.774264156656493,5.16232711817346,-8.85580502519292,2.85232555679752e-18,6.29243654810306e-17,30.4680090318831
"ENSG00000090659.18","ENSG00000090659.18","CD209","protein_coding",-1.2976482109996,0.894735161688115,-8.82108886764691,3.81979514658261e-18,8.25607621872127e-17,30.4668668375458
"ENSG00000186687.16","ENSG00000186687.16","LYRM7","protein_coding",-0.456110121837098,4.21025558362325,-8.8457351316649,3.10480950672139e-18,6.79674645221381e-17,30.4577287890136
"ENSG00000160688.19","ENSG00000160688.19","FLAD1","protein_coding",0.621147635084231,5.91330686058144,8.84997785420415,2.9958452140078e-18,6.57734231907432e-17,30.4358555670447
"ENSG00000071553.18","ENSG00000071553.18","ATP6AP1","protein_coding",0.612760361525472,8.12556467379843,8.85130406097536,2.96256672976238e-18,6.51879212766658e-17,30.4202725808502
"ENSG00000154734.16","ENSG00000154734.16","ADAMTS1","protein_coding",-1.21311477300312,5.44941360079972,-8.84993685637767,2.99687983850063e-18,6.57734231907432e-17,30.4066064899621
"ENSG00000087088.20","ENSG00000087088.20","BAX","protein_coding",0.671401069181388,5.28020607211013,8.83825567448333,3.3065244516362e-18,7.2105881240981e-17,30.3858721187222
"ENSG00000081041.9","ENSG00000081041.9","CXCL2","protein_coding",-1.73762292641013,0.414702473685833,-8.80677428798805,4.30741187310158e-18,9.2747865993959e-17,30.3538035175208
"ENSG00000091972.18","ENSG00000091972.18","CD200","protein_coding",-0.715003202129781,3.66006374961334,-8.82825123511873,3.59671608734148e-18,7.79364558265936e-17,30.3479741062118
"ENSG00000052749.14","ENSG00000052749.14","RRP12","protein_coding",0.540654447022511,5.64723713857807,8.83747559885062,3.3282942029307e-18,7.23956987452761e-17,30.3439354618686
"ENSG00000183807.8","ENSG00000183807.8","FAM162B","protein_coding",-1.09225103252287,-0.72102159517227,-8.80484598804994,4.37763414235569e-18,9.41411876331528e-17,30.3386837194463
"ENSG00000102053.12","ENSG00000102053.12","ZC3H12B","protein_coding",-0.82968766815806,0.506954427049613,-8.79771301087487,4.64736762528673e-18,9.94408548894373e-17,30.2882898214962
"ENSG00000145936.9","ENSG00000145936.9","KCNMB1","protein_coding",-1.14308509004403,2.48584917600183,-8.80198785180904,4.48380439146279e-18,9.61821105329486e-17,30.2180182773438
"ENSG00000114771.14","ENSG00000114771.14","AADAC","protein_coding",-2.15627104650343,-3.68046319249391,-8.79671435687739,4.68641973846333e-18,1.00150959992818e-16,30.2147205129967
"ENSG00000153303.17","ENSG00000153303.17","FRMD1","protein_coding",-1.73195965151465,-2.08573962933021,-8.78986121514389,4.96330076796803e-18,1.05277466600067e-16,30.1981530188513
"ENSG00000112419.14","ENSG00000112419.14","PHACTR2","protein_coding",-0.682036227883399,4.89470061680827,-8.81525561151841,4.01153814749514e-18,8.65954663318325e-17,30.145863558582
"ENSG00000275152.5","ENSG00000275152.5","CCL16","protein_coding",-1.44237907980521,-3.85613861918945,-8.79151355027756,4.89509901772843e-18,1.04131296363062e-16,30.1411649169609
"ENSG00000166573.6","ENSG00000166573.6","GALR1","protein_coding",-1.46937233368538,-4.64186210700974,-8.79507036938162,4.75141508056589e-18,1.01286407616308e-16,30.133007684094
"ENSG00000116117.18","ENSG00000116117.18","PARD3B","protein_coding",-0.643034663974834,4.29093783229633,-8.80771417626547,4.273589027662e-18,9.21357735446069e-17,30.1252700906043
"ENSG00000102468.11","ENSG00000102468.11","HTR2A","protein_coding",-1.58001567493084,-1.76836086583923,-8.77609576749337,5.56921910254956e-18,1.16967301569537e-16,30.0912479531687
"ENSG00000164885.13","ENSG00000164885.13","CDK5","protein_coding",0.723594629593542,4.19692039230667,8.78692458422874,5.08683868839765e-18,1.07630446845589e-16,30.0721979728701
"ENSG00000131652.14","ENSG00000131652.14","THOC6","protein_coding",0.69741249883593,4.68982663890087,8.79146553659558,4.89706770011941e-18,1.04131296363062e-16,30.0571706240487
"ENSG00000049246.14","ENSG00000049246.14","PER3","protein_coding",-0.772617653208277,4.65052489246582,-8.8021361724879,4.47823269347483e-18,9.61821105329486e-17,30.047417176309
"ENSG00000170312.16","ENSG00000170312.16","CDK1","protein_coding",1.36796602437354,5.01088725408773,8.78677325302184,5.09328656707542e-18,1.07633500164372e-16,30.0413200766263
"ENSG00000104973.19","ENSG00000104973.19","MED25","protein_coding",0.583040205350256,5.72143966701514,8.79812191542427,4.63147048468799e-18,9.92250420653041e-17,30.0160280524941
"ENSG00000090971.5","ENSG00000090971.5","NAT14","protein_coding",1.05557805306707,4.05775143956966,8.77448732101433,5.64462404024566e-18,1.18405350721369e-16,30.0116399435541
"ENSG00000183775.11","ENSG00000183775.11","KCTD16","protein_coding",-1.09116451471812,-1.85877304051189,-8.76769738169633,5.97421796320464e-18,1.24858961715691e-16,30.0108530172037
"ENSG00000088325.16","ENSG00000088325.16","TPX2","protein_coding",1.48887860187695,5.66307737870916,8.78870835044643,5.011441772498e-18,1.06166710006704e-16,30.0032598539645
"ENSG00000004478.8","ENSG00000004478.8","FKBP4","protein_coding",0.780078203021638,8.03116186853539,8.79615080766077,4.70860016149571e-18,1.00499184696924e-16,29.9608707996906
"ENSG00000136531.18","ENSG00000136531.18","SCN2A","protein_coding",-1.65185390510958,0.144320580164325,-8.75660750134046,6.55389970301226e-18,1.35975501128717e-16,29.9502607181606
